annual_inc,emp_title,verification_status,address,application_type,dti,loan_amnt,installment,loan_status,pan_match,aadhaar_name_match,address_match,employer_match,salary_itr_match,bank_salary_match,metadata_suspicious,edited_in_photoshop,ocr_confidence,income_difference_pct,is_document_fraud
12000.0,Co Owner,Verified,"64088 Joshua Bypass
Hallburgh, TX 70466",INDIVIDUAL,1.26,1500.0,52.96,Fully Paid,1,1,1,1,1,1,0,0,77.25,37.13,0
75000.0,Inland Industrial ,Not Verified,"Unit 4509 Box 0618
DPO AP 30723",INDIVIDUAL,3.3,12000.0,396.0,Fully Paid,1,1,1,1,0,1,0,0,99.22,36.93,0
25000.0,owner,Not Verified,"901 Stephen View
North Timothy, KS 86630",INDIVIDUAL,6.96,5000.0,170.07,Charged Off,1,1,0,1,1,1,0,0,88.09,20.18,0
31000.0,Oxford Development Company,Verified,"521 Katelyn Lakes Apt. 128
Kyleville, OH 29597",INDIVIDUAL,5.57,3000.0,74.72,Fully Paid,1,1,1,1,0,1,0,0,75.2,33.53,0
80000.0,Train Operator,Source Verified,"88189 Sanchez Shoal
West Marc, UT 05113",INDIVIDUAL,12.42,15000.0,561.29,Fully Paid,1,1,1,1,1,0,0,0,85.25,27.13,0
60000.0,Teacher,Verified,"920 Marshall Mountain Apt. 093
New Angel, CO 48052",INDIVIDUAL,13.72,28775.0,770.39,Fully Paid,1,1,0,1,1,1,0,0,90.94,37.01,0
49000.0,Simmons Foods,Verified,"8967 Santos Pass
West Debbie, AR 30723",INDIVIDUAL,13.79,6000.0,199.63,Fully Paid,1,1,1,1,1,1,0,0,88.11,13.46,0
94000.0,Jewish Community Center of Greater Bosto,Verified,"37864 Davis Green Apt. 991
Stephenstad, NC 70466",INDIVIDUAL,16.26,30000.0,790.15,Fully Paid,1,1,0,1,1,1,0,0,85.06,45.65,0
100000.0,Pacific Alliance Medical Center,Verified,"509 Jones River
Lake David, AR 22690",INDIVIDUAL,17.94,25000.0,933.05,Fully Paid,1,0,1,1,1,1,0,0,90.22,22.9,0
60000.0,Sr method/procedure analyst,Verified,"7129 Watson Mountain Apt. 407
New Amymouth, VA 00813",INDIVIDUAL,17.25,18000.0,563.23,Fully Paid,1,1,1,1,1,1,1,0,75.01,35.79,0
68000.0,Inside Sales,Source Verified,"390 Brett Plain
South Chelsea, CO 48052",INDIVIDUAL,11.99,16675.0,421.27,Fully Paid,1,0,1,1,1,1,0,0,83.15,,0
60000.0,translator-interpreter  AID,Not Verified,"69843 Hunter Crest Suite 746
West Patriciamouth, FL 11650",INDIVIDUAL,6.22,15000.0,498.15,Charged Off,1,1,1,1,1,1,0,0,92.51,15.47,0
42000.0,chrmc,Verified,"809 Reynolds Skyway Apt. 481
East Gerald, MI 86630",INDIVIDUAL,27.94,3000.0,103.02,Charged Off,1,1,1,0,1,0,0,0,87.38,11.89,0
33000.0,pepsi,Verified,"3539 Shannon Burgs
Port Tamara, CA 11650",INDIVIDUAL,18.62,9275.0,311.13,Charged Off,1,1,1,1,1,0,0,0,97.19,,1
55000.0,Welder,Verified,"68059 William Neck Apt. 658
Hebertmouth, IA 29597",INDIVIDUAL,20.02,16000.0,385.79,Fully Paid,1,1,1,1,1,1,0,0,83.31,1.12,0
65000.0,Physical Security,Source Verified,"813 Jill Keys Apt. 501
East Dannyshire, CO 05113",INDIVIDUAL,28.31,22500.0,786.49,Fully Paid,1,1,1,1,1,1,0,0,73.97,39.48,0
53000.0,EDI Associate Analyst,Verified,"255 Vickie Roads
Matthewsmouth, AR 70466",INDIVIDUAL,12.45,5700.0,209.49,Fully Paid,1,1,1,1,0,1,0,0,71.46,4.13,0
189000.0,Assistant Professor/Physician,Verified,"220 Gonzalez Turnpike
West Josephville, PA 29597",INDIVIDUAL,13.47,31500.0,759.18,Fully Paid,1,1,1,1,1,1,0,0,84.32,47.21,0
51000.0,Correction Officer,Source Verified,"20462 Melissa Mission Apt. 131
East Debrafurt, UT 93700",INDIVIDUAL,17.18,25425.0,633.8,Charged Off,1,1,1,1,1,1,0,0,83.13,13.66,0
67000.0,Operations Supervisor,Verified,"06504 Guerra Squares
Newtonview, ID 00813",INDIVIDUAL,24.09,24000.0,797.03,Fully Paid,1,1,1,1,1,1,0,0,77.7,9.69,0
63800.0,TLA Inc.,Verified,"47356 Dunlap Drive Apt. 818
Gibsonmouth, UT 70466",INDIVIDUAL,24.22,28200.0,732.3,Charged Off,1,1,1,1,1,1,0,0,87.72,21.67,0
180000.0,System engineer,Verified,"625 Peters Flat Suite 756
Lake Aaron, VT 70466",INDIVIDUAL,22.03,20000.0,628.39,Fully Paid,1,1,1,1,1,1,0,0,77.51,20.4,0
50000.0,stevens tech ,Verified,"17640 Schwartz Dam Apt. 948
Jessicamouth, OH 48052",INDIVIDUAL,6.6,15000.0,456.54,Fully Paid,1,1,1,1,1,1,0,0,76.49,30.11,1
21000.0,Lead cashier,Source Verified,"1608 Justin Spring Suite 511
North Kristen, KS 05113",INDIVIDUAL,28.06,7075.0,279.44,Fully Paid,1,1,1,0,1,1,0,0,88.67,45.67,0
76000.0,engineer,Not Verified,"43511 Jasmine Fields Apt. 299
Jonathanport, AL 70466",INDIVIDUAL,20.13,15000.0,352.62,Fully Paid,1,1,1,1,1,1,0,0,98.35,2.94,0
96000.0,HUMAN RESOURCE MANAGER,Source Verified,"096 Beth Trail Apt. 654
New Wendyport, CO 22690",INDIVIDUAL,12.25,20000.0,708.59,Charged Off,1,1,1,1,1,1,0,0,76.08,3.68,0
55000.0,Sacristan,Source Verified,"965 Barker Road Suite 707
Andersonfurt, ID 86630",INDIVIDUAL,32.98,19750.0,518.0,Charged Off,1,1,1,1,1,1,0,0,75.48,7.44,0
88000.0,Method Process Analyst,Not Verified,"72820 Moore Harbors
Kaitlynchester, NV 00813",INDIVIDUAL,19.29,15000.0,343.84,Fully Paid,1,1,1,1,1,1,0,0,85.58,11.69,0
58000.0,RALPHS GROCERY CO.,Verified,"875 Jacqueline Orchard
Pattonmouth, TX 48052",INDIVIDUAL,12.7,10000.0,323.43,Fully Paid,1,1,1,1,1,1,0,0,73.58,7.67,0
26000.0,receiving,Verified,"747 Alyssa Island Suite 190
West Samuel, PA 48052",INDIVIDUAL,5.17,9350.0,357.04,Fully Paid,1,0,1,0,1,1,0,0,78.82,18.9,0
53000.0,Design Tech,Source Verified,"26688 Flores Loaf Suite 138
East Adam, NH 11650",INDIVIDUAL,25.02,26500.0,630.3,Charged Off,0,1,1,1,1,1,0,0,99.72,41.18,0
90000.0,CBOE,Verified,"841 Allison Trafficway Suite 543
East Theresa, NY 86630",INDIVIDUAL,4.45,21725.0,733.16,Charged Off,1,1,1,1,1,1,0,0,95.23,47.03,0
85000.0,Maintenance lead,Source Verified,"52765 Yesenia Shore Suite 188
West Laurafurt, WY 86630",INDIVIDUAL,7.48,11200.0,270.05,Charged Off,1,1,1,0,1,1,0,0,91.18,6.24,0
80000.0,Occupational Therapist,Not Verified,"PSC 9026, Box 1166
APO AE 29597",INDIVIDUAL,15.12,18375.0,655.03,Fully Paid,1,1,1,1,1,0,0,0,70.78,23.41,0
107500.0,Intelligent Decisions,Verified,"480 Moore Courts Suite 944
East Kathrynfort, AZ 11650",INDIVIDUAL,6.4,23000.0,496.08,Charged Off,1,1,1,1,1,1,0,0,77.95,16.9,1
94000.0,Sherry Netherland Hotel,Source Verified,"7895 Bradley Extension
Copelandbury, AZ 48052",INDIVIDUAL,10.72,10000.0,353.01,Fully Paid,1,1,1,0,1,1,0,0,87.09,,0
60000.0,Operations Manager,Not Verified,"PSC 2210, Box 6497
APO AE 05113",INDIVIDUAL,19.82,10000.0,334.49,Fully Paid,1,1,1,1,1,1,0,0,91.31,49.68,1
80000.0,police officer,Verified,"455 Mcdaniel View Apt. 901
Padillaton, NM 30723",INDIVIDUAL,22.92,24000.0,603.85,Charged Off,1,1,1,1,1,0,0,0,90.05,37.92,0
60000.0,Contract Analyst,Source Verified,"1393 James Falls
Gallagherfort, NM 29597",INDIVIDUAL,24.7,24000.0,533.75,Fully Paid,1,1,1,1,1,1,0,0,75.56,10.8,0
80000.0,Executive Coordinator,Not Verified,"777 Jonathan Locks
North Jeremybury, NY 22690",INDIVIDUAL,14.07,12000.0,377.04,Fully Paid,0,1,1,1,1,1,0,0,83.99,16.44,0
74000.0,Health Services Administrator,Verified,"7267 Smith Plaza Suite 957
Thomasmouth, KS 70466",INDIVIDUAL,19.83,35000.0,899.09,Fully Paid,1,1,1,0,1,1,0,0,75.96,18.8,0
75000.0,police Officer,Verified,"67624 Cox Lodge
Roberthaven, IL 48052",INDIVIDUAL,13.01,35000.0,966.47,Fully Paid,1,1,1,1,1,1,0,0,97.71,3.16,0
77500.0,Sports Entertainment Producer,Verified,"1880 Meza Fort Apt. 244
Lake Justin, FL 22690",INDIVIDUAL,34.22,34100.0,863.33,Fully Paid,0,1,1,0,1,1,0,0,86.72,32.45,0
95000.0,Executive Officer,Verified,"159 Andrews Loop
Hinestown, ME 05113",INDIVIDUAL,18.41,24000.0,586.7,Fully Paid,1,1,1,1,1,1,0,1,81.71,33.04,0
85000.0,it Support tECH,Source Verified,"21011 Ashley Lock Suite 002
Garciahaven, NM 22690",INDIVIDUAL,18.66,18000.0,571.56,Fully Paid,1,1,1,1,1,1,1,0,97.54,24.28,0
70000.0,Quality Control Supervisor,Verified,"1847 Michael Crescent Suite 891
Jennyhaven, NC 11650",INDIVIDUAL,38.13,20000.0,659.81,Charged Off,1,1,1,1,0,1,0,0,97.12,6.16,0
98000.0,Business Analyst,Verified,"4762 Cook Shores
Evansview, OK 30723",INDIVIDUAL,17.67,35000.0,912.55,Fully Paid,1,1,1,1,1,1,0,0,85.12,44.9,0
55000.0,Sales ,Not Verified,"4166 Carson View Apt. 263
Tyroneborough, NM 00813",INDIVIDUAL,17.83,11000.0,381.27,Fully Paid,1,1,1,1,1,1,0,1,90.6,28.87,0
78000.0,Mechanical Engineer,Source Verified,"547 Robinson Unions Suite 183
Mcmahonfort, VT 70466",INDIVIDUAL,15.08,12475.0,366.09,Charged Off,1,1,1,1,1,1,0,0,79.57,5.22,0
41000.0,Enrollment Services Specialist,Not Verified,"11494 Judy Way Apt. 402
East Stephanietown, NJ 05113",INDIVIDUAL,20.32,8000.0,245.85,Fully Paid,1,0,1,1,0,0,0,0,79.23,31.17,1
325000.0,manager,Source Verified,"60190 Miranda Manor
Guerrachester, IN 22690",INDIVIDUAL,0.78,35000.0,1037.38,Fully Paid,1,1,1,1,1,1,0,0,86.49,24.4,0
54008.0,UC Santa Barbara,Verified,"426 Eric Turnpike
Rachelton, NE 22690",INDIVIDUAL,8.64,7000.0,225.58,Fully Paid,1,1,1,1,1,1,0,0,95.4,14.01,0
65000.0,association executive,Verified,"07713 Kelly Walk Suite 614
East Billy, AK 00813",INDIVIDUAL,21.95,28000.0,872.52,Fully Paid,1,1,1,1,1,1,0,0,87.91,40.96,0
43000.0,Fork Truck Operator,Not Verified,"1807 Pamela Fields
West Michael, RI 29597",INDIVIDUAL,7.56,9500.0,321.7,Fully Paid,1,1,1,1,1,1,0,0,83.77,37.16,0
70000.0,Bay Care Health Systems,Not Verified,"PSC 3608, Box 6153
APO AA 22690",INDIVIDUAL,15.58,15000.0,506.21,Charged Off,1,1,1,1,1,1,0,1,89.92,37.04,0
63897.0,ibew local 309,Not Verified,"25163 Tina Ville Suite 497
West Zacharyshire, KY 70466",INDIVIDUAL,13.28,11450.0,393.18,Fully Paid,1,1,1,1,0,1,0,0,94.37,45.25,0
51000.0,Loader,Not Verified,"0775 Hudson Passage Suite 757
Port Shannon, ID 22690",INDIVIDUAL,12.78,5475.0,187.07,Fully Paid,0,1,1,1,1,1,0,0,93.62,23.63,0
57000.0,Senior Case Tech,Not Verified,"0413 Rose Overpass
Nielsenborough, MO 29597",INDIVIDUAL,24.21,14000.0,297.39,Fully Paid,0,1,1,1,1,1,0,0,81.12,18.72,0
252000.0,Shell Chemical / Motiva Enterprises,Source Verified,"6304 Craig Streets
Lake Stevenville, VA 29597",INDIVIDUAL,6.49,3125.0,109.69,Fully Paid,1,1,1,1,1,1,0,0,98.07,9.31,0
37000.0,Maintenance,Source Verified,"928 Christopher Forge Apt. 065
Schneiderside, OR 30723",INDIVIDUAL,19.01,16200.0,424.89,Fully Paid,1,0,1,1,1,1,0,0,70.47,28.89,0
122000.0,Seagate Technology,Verified,"409 Byrd Mills
West Briannafurt, ME 00813",INDIVIDUAL,14.01,25000.0,611.82,Fully Paid,1,1,1,1,1,0,0,0,83.52,19.88,0
20800.0,Manager,Verified,"57739 Wong Underpass Suite 443
East Donnachester, ID 05113",INDIVIDUAL,29.43,5000.0,170.87,Fully Paid,1,1,1,1,1,0,0,0,97.23,10.95,0
35600.0,Law Office of Michael Rinn,Not Verified,"235 Rice Rue Apt. 144
Kaisershire, CT 05113",INDIVIDUAL,0.64,4000.0,124.41,Fully Paid,1,1,1,1,1,1,1,0,90.88,36.47,0
52000.0,sales,Source Verified,"8774 Orr Wells Apt. 861
South Kellyside, AL 70466",INDIVIDUAL,16.71,22875.0,551.55,Charged Off,1,1,1,1,1,1,1,0,91.12,18.76,0
95000.0,IT Manager,Not Verified,"47538 Johnson Field
Jaredfort, NY 29597",INDIVIDUAL,17.73,12000.0,281.16,Fully Paid,1,1,1,0,1,1,0,0,74.69,28.87,0
45906.0,Laborer,Source Verified,"16900 Carlos Plaza Apt. 024
New Seanfurt, MT 05113",INDIVIDUAL,11.69,15000.0,539.06,Fully Paid,1,1,1,1,1,1,0,0,87.46,9.02,0
75000.0,ups,Verified,"USNV Fisher
FPO AE 11650",INDIVIDUAL,18.16,20000.0,753.51,Charged Off,1,1,1,1,1,1,0,0,99.01,49.25,0
65000.0,Teacher,Not Verified,"24409 Christopher Village Apt. 064
Adammouth, WV 22690",INDIVIDUAL,14.85,14000.0,469.63,Fully Paid,1,1,1,1,1,1,0,0,76.35,0.73,0
60000.0,Boston Properties,Not Verified,"39155 Christopher Fall
North Kyle, NY 29597",INDIVIDUAL,16.22,12000.0,417.81,Fully Paid,1,1,1,1,1,1,0,0,79.82,13.48,0
55251.0,Flight Attendant,Source Verified,"5106 Alan Burgs Apt. 542
Ashleyton, ND 48052",INDIVIDUAL,22.41,20000.0,649.96,Fully Paid,1,1,1,1,1,0,0,0,81.66,36.81,0
42000.0,Executive Assistant,Source Verified,"4074 Estrada Key
Mccoymouth, LA 70466",INDIVIDUAL,18.57,3200.0,107.81,Fully Paid,1,1,1,1,1,1,0,0,80.8,37.55,0
110000.0,Programmer,Verified,"879 Jackson Ramp
East James, AK 29597",INDIVIDUAL,5.71,25000.0,783.3,Fully Paid,1,1,1,1,0,1,1,0,88.81,30.56,0
35000.0,patient access rep,Verified,"8965 Hendricks Overpass Suite 472
North Courtneybury, FL 05113",INDIVIDUAL,13.27,12325.0,326.47,Fully Paid,1,1,0,0,1,1,0,0,77.04,20.6,0
80000.0,Driver,Not Verified,"609 Lawrence Greens
East Hector, AL 70466",INDIVIDUAL,8.04,23200.0,539.71,Fully Paid,1,1,1,1,1,1,0,0,85.17,20.57,0
41000.0,Canteen Vending,Not Verified,"0872 Mcclain Dale
South Jamesview, AR 00813",INDIVIDUAL,13.76,15000.0,476.3,Fully Paid,1,1,1,1,0,1,0,0,82.01,45.74,0
77200.0,Controller,Verified,"433 Adams Ports Apt. 017
Lake Sierramouth, DE 29597",INDIVIDUAL,32.46,24500.0,856.64,Fully Paid,1,1,1,1,1,1,0,0,89.33,7.24,0
70000.0,Children's Hospital Los Angeles,Verified,"59048 Elizabeth Mountain Suite 185
Port Jordanland, PA 30723",INDIVIDUAL,20.5,5000.0,170.12,Fully Paid,1,0,1,1,1,1,0,0,77.26,2.36,0
130000.0,Fleet Manager,Source Verified,"56910 Susan Lodge
Adamland, MT 70466",INDIVIDUAL,7.14,20000.0,673.79,Charged Off,1,1,1,1,1,1,0,0,86.59,31.75,0
73200.0,tepa ec,Not Verified,"308 Marsh Spring Apt. 352
Brownstad, LA 05113",INDIVIDUAL,3.18,2100.0,75.91,Fully Paid,1,1,1,1,1,0,0,0,92.21,12.44,0
106000.0,Fueler,Verified,"Unit 9805 Box 0048
DPO AP 93700",INDIVIDUAL,4.94,35000.0,893.54,Charged Off,1,1,0,1,0,1,0,0,90.79,43.67,1
55000.0,Santa Clara County,Not Verified,"555 Wilson Place
North Andrea, HI 30723",INDIVIDUAL,13.7,10000.0,357.88,Fully Paid,1,1,1,1,1,0,0,0,95.03,5.12,0
55000.0,Firefighter,Source Verified,"60295 Jessica Mission Apt. 037
Stephanieburgh, ME 05113",INDIVIDUAL,31.84,13925.0,362.68,Fully Paid,1,1,0,1,0,1,0,0,98.68,19.91,0
71000.0,Beemer precision,Verified,"PSC 9025, Box 1460
APO AE 93700",INDIVIDUAL,17.34,25000.0,684.8,Charged Off,1,1,1,1,1,0,0,0,95.62,,0
36000.0,ENDO,Verified,"8774 Harper Springs
New Tashachester, AK 48052",INDIVIDUAL,20.3,15850.0,579.0,Fully Paid,1,1,1,0,1,1,0,0,98.15,22.4,0
25000.0,server/Waitress,Verified,"7669 Tracy Locks
North Benjaminfurt, MI 22690",INDIVIDUAL,14.16,7000.0,223.16,Fully Paid,1,1,1,0,1,1,0,0,70.53,34.02,0
175000.0,Procter and Gamble,Verified,"34394 Coleman Coves Suite 998
New Aaron, DE 70466",INDIVIDUAL,31.48,17625.0,413.13,Charged Off,1,1,1,0,1,0,0,0,88.87,12.0,0
74400.0,McCoy Drilling & Completions,Source Verified,"0412 Gabrielle Greens Suite 422
Lake Kimberlyborough, PA 22690",INDIVIDUAL,12.87,2000.0,73.54,Fully Paid,1,1,1,1,1,1,0,0,78.03,6.46,0
65000.0,Dental Billing Manager,Verified,"Unit 6725 Box 6454
DPO AP 29597",INDIVIDUAL,31.89,30000.0,1029.86,Fully Paid,1,1,1,1,1,1,0,0,94.27,22.05,0
40000.0,Parts Specialist,Source Verified,"43683 Larry Landing
North Mariah, OH 30723",INDIVIDUAL,6.36,6000.0,197.95,Fully Paid,1,1,1,1,1,1,0,0,94.57,46.82,0
60000.0,Technician,Not Verified,"9219 Cook Glen
Mcclurehaven, FL 70466",INDIVIDUAL,5.04,7000.0,213.05,Fully Paid,0,1,0,0,1,1,0,0,71.43,42.72,1
48000.0,Internet Marketing Specialist,Source Verified,"Unit 8489 Box 4595
DPO AP 48052",INDIVIDUAL,19.85,8400.0,284.45,Fully Paid,1,1,1,1,1,1,0,0,87.87,40.31,0
32000.0,Chef,Not Verified,"7425 Cheryl Spring
Moratown, CT 22690",INDIVIDUAL,9.71,11200.0,389.96,Fully Paid,1,1,1,1,1,1,0,0,95.53,16.77,0
150000.0,The Brookwood Group,Verified,"61485 Jerry Villages
North Scottside, CT 11650",INDIVIDUAL,5.46,30000.0,799.0,Charged Off,1,1,1,1,1,1,1,0,87.62,18.69,0
52000.0,Lowe Enterprises Inc,Verified,"7533 Clark Pike
Sydneyshire, WV 22690",INDIVIDUAL,30.14,22750.0,778.54,Fully Paid,1,1,1,1,1,1,0,0,82.77,5.38,0
84000.0,Aircraft Examiner,Source Verified,"0950 Wood Meadows
Cartertown, KS 70466",INDIVIDUAL,13.09,16000.0,506.35,Fully Paid,1,1,1,1,1,1,0,0,72.3,40.96,0
84000.0,Airline Pilot,Source Verified,"669 Christopher Expressway
Alexandriaton, ND 70466",INDIVIDUAL,16.68,15000.0,378.95,Fully Paid,1,1,1,0,1,1,0,0,91.91,42.17,0
80000.0,Control analyst,Source Verified,"7477 Brown Port Suite 038
Ellishaven, NH 00813",INDIVIDUAL,10.5,24000.0,808.54,Fully Paid,1,1,1,1,1,1,0,0,72.24,28.25,0
28000.0,Registration,Source Verified,"USNV Edwards
FPO AP 86630",INDIVIDUAL,24.91,6000.0,198.35,Charged Off,0,1,1,1,1,1,0,0,87.94,37.72,0
35000.0,Hearing Screen Coordinator,Source Verified,"455 Shaun Overpass
Lake Vanessa, IL 00813",INDIVIDUAL,16.22,12250.0,437.36,Fully Paid,1,1,1,1,1,1,0,0,97.53,24.57,0
94000.0,Instrument repair tech,Verified,"0738 Ramirez Divide
Collierburgh, OR 00813",INDIVIDUAL,10.47,24000.0,862.49,Fully Paid,1,1,1,1,0,1,0,0,82.57,35.69,0
40227.0,Finance Administrator ,Verified,"0786 King Expressway Suite 624
Tapiaside, AZ 22690",INDIVIDUAL,32.97,14425.0,423.31,Fully Paid,1,1,1,1,1,1,0,0,93.1,2.23,0
71000.0,ACTION OF ENTERPRISE,Not Verified,"685 Baird Court
West Lauratown, NE 48052",INDIVIDUAL,11.21,7500.0,241.97,Fully Paid,1,1,1,1,1,1,0,0,93.99,39.01,0
38240.0,nyu hospitals,Verified,"760 Christensen Flat Suite 795
Lake William, MI 70466",INDIVIDUAL,3.48,16000.0,374.79,Charged Off,1,1,1,1,1,1,0,0,70.31,14.46,0
111500.0,Senior Marketing Manager,Source Verified,"3759 James Road
New Heather, AR 30723",INDIVIDUAL,19.56,15000.0,472.75,Fully Paid,0,1,1,0,1,1,0,0,97.45,10.55,0
58458.0,mail carrier ,Source Verified,"95681 Sandra Course Suite 427
Davidview, DE 48052",INDIVIDUAL,24.25,13800.0,361.94,Fully Paid,1,1,1,1,1,1,0,0,75.66,42.55,0
53000.0,Executive assistant,Verified,"014 Lawrence Flats
South Daniel, VA 22690",INDIVIDUAL,23.48,9000.0,308.92,Charged Off,1,1,1,1,1,1,0,0,78.48,40.63,0
90000.0,Ultrasonographer,Not Verified,"03303 Duke Freeway
New Jimmy, NE 48052",INDIVIDUAL,21.12,20000.0,602.3,Fully Paid,1,1,1,1,1,1,0,0,96.12,21.92,0
50000.0,Food Bank of CNY,Source Verified,"USCGC Baker
FPO AA 00813",INDIVIDUAL,15.31,18000.0,430.78,Fully Paid,1,1,1,1,1,1,0,0,90.6,40.01,0
95000.0,Technical Business Analyst,Not Verified,"6707 Lonnie Fort
West Nicholas, IL 48052",INDIVIDUAL,28.86,24000.0,722.76,Fully Paid,1,1,0,1,1,1,0,0,81.16,4.6,0
97000.0,Juvenile probation,Source Verified,"12725 Gomez Ways Apt. 620
Toddshire, CA 00813",INDIVIDUAL,13.15,30000.0,697.9,Fully Paid,1,1,1,1,1,1,0,0,72.64,2.88,0
40000.0,aerospace painter,Not Verified,"05429 John Overpass Suite 037
Jessicahaven, ID 48052",INDIVIDUAL,21.12,5000.0,173.31,Fully Paid,1,1,1,1,1,1,1,0,81.59,10.5,0
70000.0,3pl logistics inc,Source Verified,"489 Bowman Expressway
New Amystad, KY 05113",INDIVIDUAL,12.26,14000.0,494.21,Fully Paid,1,1,1,1,1,1,1,0,98.99,21.15,0
30000.0,jeld wen,Verified,"33998 Middleton Cliffs
Hunterbury, MO 48052",INDIVIDUAL,20.84,8525.0,296.82,Fully Paid,1,1,1,1,1,1,0,0,73.14,33.56,0
76000.0,TECHNICAL EXPERT,Verified,"73767 Christopher Prairie Apt. 093
New Elizabeth, RI 22690",INDIVIDUAL,13.11,30000.0,1020.24,Fully Paid,1,1,1,1,1,1,0,0,95.38,45.83,0
53000.0,USPS,Source Verified,"7844 Ashley Extension
North Amy, WV 30723",INDIVIDUAL,17.3,10000.0,363.99,Fully Paid,1,1,1,0,0,1,0,0,79.76,21.65,0
40000.0,maintenance engineer,Source Verified,"9842 Walter Pass Apt. 683
Robertsport, GA 05113",INDIVIDUAL,25.11,13000.0,369.7,Fully Paid,1,1,1,1,1,1,0,0,89.64,49.99,0
41000.0,Account Executive,Verified,"8084 King Corners Apt. 489
Lake Joshua, NY 22690",INDIVIDUAL,19.26,10000.0,245.8,Charged Off,1,1,0,1,1,1,0,0,88.95,,0
87000.0,TD Ameritrade,Not Verified,"039 Brown Lights
Jessicachester, ID 22690",INDIVIDUAL,13.1,6400.0,203.23,Fully Paid,0,1,1,1,0,1,0,1,79.77,9.28,1
190000.0,McKinney Independent School Districct,Source Verified,"33840 Sandoval Throughway Apt. 485
West Kellyshire, IN 22690",INDIVIDUAL,22.59,35000.0,1257.63,Fully Paid,1,1,1,1,1,0,0,0,71.63,43.65,0
61100.0,carpenter,Not Verified,"10332 Elijah Cove
Garciabury, NE 00813",INDIVIDUAL,27.66,15000.0,483.94,Fully Paid,1,1,1,1,1,1,0,0,74.46,17.29,1
75000.0,Pier 1,Not Verified,"3773 Jackson Key
Johnside, KS 00813",INDIVIDUAL,11.65,15000.0,499.08,Fully Paid,1,1,1,1,1,1,1,0,86.98,,0
55000.0,radiologic technologist,Source Verified,"682 Mary Curve Apt. 641
South Vanessachester, AK 86630",INDIVIDUAL,17.85,24000.0,570.84,Charged Off,1,1,1,1,1,1,0,0,98.47,45.87,0
45000.0,Montgomery Board of Educatipn,Not Verified,"62287 Amy Centers Apt. 730
Wilcoxstad, WI 22690",INDIVIDUAL,27.84,15000.0,525.88,Fully Paid,0,1,1,1,1,1,0,0,97.77,28.14,0
56450.0,Senior Tax Accountant,Source Verified,"63044 Christy Garden
North Tina, DE 30723",INDIVIDUAL,34.16,8000.0,258.71,Fully Paid,1,0,1,1,1,1,0,0,73.4,42.74,0
130000.0,Bank of America,Verified,"5299 Sawyer Circle Apt. 907
South Dennisstad, GA 93700",INDIVIDUAL,18.42,10000.0,256.61,Charged Off,1,1,1,1,0,1,0,0,96.26,45.44,0
52000.0,Executive Assistant to the CEO,Verified,"80302 Neal Drive
West Jamestown, MD 22690",INDIVIDUAL,22.64,4000.0,145.72,Charged Off,1,1,1,0,0,1,0,0,77.01,27.28,0
32000.0,Catholic Charities of Denver,Source Verified,"064 Cummings Unions Apt. 152
North Johnberg, UT 48052",INDIVIDUAL,20.55,10750.0,374.29,Fully Paid,1,1,1,1,1,1,0,0,97.3,29.83,0
50000.0,LICENSED PERSONAL BANKER,Source Verified,"52488 William Flats
Kylefurt, LA 30723",INDIVIDUAL,27.35,7000.0,225.84,Fully Paid,1,1,1,1,1,1,0,0,92.75,14.33,0
94000.0,Project Engineer,Not Verified,"2138 Shawn Drive Suite 195
North Robinmouth, IA 29597",INDIVIDUAL,11.55,8000.0,263.93,Fully Paid,1,1,1,1,1,1,0,0,98.84,3.63,1
42737.0,Medical Quality Assurance Director,Verified,"3891 Nguyen Isle Apt. 324
North Mollychester, KS 93700",INDIVIDUAL,32.69,19225.0,532.62,Charged Off,1,1,1,0,1,1,0,0,83.25,43.27,0
29004.0,Charles Hamilton ECA,Source Verified,"287 Jason Creek Suite 072
Nancychester, NV 30723",INDIVIDUAL,8.15,7000.0,213.05,Fully Paid,1,1,1,1,1,1,0,0,91.95,,0
60000.0,Guy Conti Art & Design Inc,Not Verified,"20384 Baker Causeway Suite 228
Antoniotown, NV 30723",INDIVIDUAL,4.86,5400.0,167.95,Fully Paid,1,1,1,0,1,1,0,0,92.06,35.87,0
61000.0,IRB Analyst RN,Verified,"146 Perry Mountain Apt. 467
Samanthashire, MS 86630",INDIVIDUAL,30.32,8000.0,273.39,Charged Off,1,1,1,1,1,0,0,0,84.89,32.77,0
40720.0,Centrtal Wide Scheduling,Source Verified,"5092 Rebecca Hollow
Paulburgh, KS 11650",INDIVIDUAL,25.79,10000.0,349.65,Charged Off,1,1,1,1,1,1,0,0,99.24,17.22,0
75000.0,Loeb & Loeb,Not Verified,"7223 Wesley Plain Suite 849
Port Sarah, TX 22690",INDIVIDUAL,16.03,8000.0,292.65,Charged Off,1,1,1,1,1,1,0,0,77.31,0.96,0
120000.0,Hard Rock Cafe,Not Verified,"92863 Nicholas Skyway
New Anthony, SC 22690",INDIVIDUAL,7.96,10000.0,312.91,Fully Paid,1,0,1,1,1,0,0,0,99.59,40.18,0
95950.0,King County,Verified,"1156 Chelsea Fords
Glennstad, NE 29597",INDIVIDUAL,10.06,28475.0,770.35,Fully Paid,1,1,1,1,1,1,0,0,94.36,34.6,0
